utc_time_id,source_id,primary_link_source_flag,avg_speed,avg_flow,avg_occ,avg_freeflow_speed,avg_travel_time,high_quality_samples,samples_below_100pct_ff,samples_below_95pct_ff,samples_below_90pct_ff,samples_below_85pct_ff,samples_below_80pct_ff,samples_below_75pct_ff,samples_below_70pct_ff,samples_below_65pct_ff,samples_below_60pct_ff,samples_below_55pct_ff,samples_below_50pct_ff,samples_below_45pct_ff,samples_below_40pct_ff,samples_below_35pct_ff,samples_below_30pct_ff,samples_below_25pct_ff,samples_below_20pct_ff
12/02/2016 19:15,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 9:31,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
31/07/2016 7:06,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 6:21,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 3:50,402264,0,0,0,5,0.03,71,2,0.04,60,,,,,,,,,,,,,,,
28/01/2016 20:18,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
29/01/2016 2:07,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
28/07/2016 2:35,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
24/03/2016 16:11,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
18/06/2016 13:43,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 21:52,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 6:22,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 16:17,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 22:18,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 5:25,402267,22,0.6328,18,1,0.005,71,2,0.0561,65,,,,,,,,,,,,,,,
10/08/2016 22:37,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/04/2016 3:50,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/03/2016 21:24,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
30/03/2016 20:36,402265,11,0.06,71,11,0.06,78,7,0.04,71,,,,,,,,,,,,,,,
12/07/2016 12:15,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/03/2016 6:18,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/04/2016 8:41,402270,2,0.01,78,7,0.04,71,3,0.02,65,3,0.02,71,,,,,,,,,,,,
19/05/2016 7:02,402267,0,1,0,1,0.0039,78,1,0.0111,71,,,,,,,,,,,,,,,
13/07/2016 8:33,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/07/2016 17:41,402264,18,0.1,98,17,0.11,65,11,0.09,60,,,,,,,,,,,,,,,
11/04/2016 15:00,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 21:45,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/02/2016 7:38,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/04/2016 6:01,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
09/05/2016 8:39,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
09/05/2016 17:40,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 4:41,402261,3,0.0144,78,2,0.0111,78,2,0.0117,65,,,,,,,,,,,,,,,
16/02/2016 11:48,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 20:36,402264,17,0.09,103,17,0.11,71,8,0.09,65,,,,,,,,,,,,,,,
01/04/2016 9:10,402267,0,0,0,8,0.0722,71,8,0.1067,60,,,,,,,,,,,,,,,
30/03/2016 10:41,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
17/02/2016 0:46,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 14:07,402264,0,0,0,13,0.08,71,6,0.0694,65,,,,,,,,,,,,,,,
17/08/2016 22:26,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/08/2016 8:52,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 9:07,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 13:56,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 14:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/04/2016 8:40,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/03/2016 3:08,402270,1,0,78,0,0,0,2,0.02,60,0,0,0,,,,,,,,,,,,
30/03/2016 19:05,402267,0,1,0,9,0.0489,71,7,0.0683,65,,,,,,,,,,,,,,,
28/01/2016 9:34,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31/07/2016 12:17,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
04/07/2016 21:34,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 6:15,402266,0,0,0,0,0,0,2,0.05,52,,,,,,,,,,,,,,,
03/01/2016 18:12,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 20:12,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
01/07/2016 22:11,402270,14,0.09,71,10,0.06,71,5,0.06,65,7,0.04,78,,,,,,,,,,,,
18/06/2016 14:16,402267,0,1,0,16,0.2772,26,12,0.3167,20,,,,,,,,,,,,,,,
09/06/2016 2:04,402265,0,0,0,2,0.01,78,3,0.04,71,,,,,,,,,,,,,,,
13/07/2016 12:06,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 5:30,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/03/2016 16:57,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 19:07,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 3:39,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 4:11,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 20:09,402264,11,0.0694,86,16,0.11,71,9,0.06,65,,,,,,,,,,,,,,,
01/04/2016 7:44,402265,11,0.0694,78,8,0.0694,71,1,0.06,9,,,,,,,,,,,,,,,
11/08/2016 19:05,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
30/03/2016 6:48,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
02/06/2016 12:39,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/04/2016 15:47,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
28/07/2016 2:52,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/04/2016 15:58,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
20/02/2016 15:05,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 3:45,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 17:11,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/07/2016 1:40,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
16/03/2016 8:00,402267,0,0,0,6,0.0333,71,4,0.0528,52,,,,,,,,,,,,,,,
02/07/2016 2:35,402265,1,0.01,71,4,0.03,65,3,0.04,65,,,,,,,,,,,,,,,
04/01/2016 20:06,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/08/2016 8:17,402264,2,0.02,54,1,0.01,71,0,1,0,,,,,,,,,,,,,,,
10/08/2016 8:40,402260,25,0.1628,71,18,0.1217,71,10,0.11,60,,,,,,,,,,,,,,,
11/08/2016 1:05,402270,6,0.04,78,7,0.04,95,4,0.02,71,4,0.02,71,,,,,,,,,,,,
11/08/2016 21:10,402264,12,0.0694,94,10,0.05,71,0,1,0,,,,,,,,,,,,,,,
01/07/2016 20:05,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/07/2016 13:52,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 20:29,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
25/05/2016 18:51,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 13:40,402264,13,0.08,88,13,0.0694,71,0,0,0,,,,,,,,,,,,,,,
11/08/2016 12:22,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 0:23,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 5:23,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
08/06/2016 21:59,402270,19,0.11,71,9,0.1,65,7,0.08,65,6,0.04,71,,,,,,,,,,,,
24/03/2016 20:46,402264,0,0,0,12,0.0694,65,8,0.05,65,,,,,,,,,,,,,,,
17/03/2016 1:43,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
28/01/2016 15:17,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 18:21,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 16:27,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
26/05/2016 0:33,402267,1,0.0044,123,7,0.065,71,7,0.0506,65,,,,,,,,,,,,,,,
11/04/2016 11:05,402264,0,0,0,11,0.06,71,6,0.09,60,,,,,,,,,,,,,,,
13/07/2016 15:41,402267,0,1,0,9,0.0644,65,10,0.1094,52,,,,,,,,,,,,,,,
12/07/2016 14:02,402264,7,0.04,95,9,0.05,78,5,0.05,71,,,,,,,,,,,,,,,
16/02/2016 16:06,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 15:38,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 12:38,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/03/2016 10:49,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
27/07/2016 6:45,402264,0,0,0,5,0.03,78,0,0,0,,,,,,,,,,,,,,,
16/03/2016 15:07,402265,13,0.09,71,9,0.06,71,5,0.06,71,,,,,,,,,,,,,,,
01/07/2016 3:06,402267,2,0.6289,1,5,0.0406,71,5,0.0394,60,,,,,,,,,,,,,,,
10/08/2016 20:11,402260,12,0.0672,78,10,0.0728,71,2,0.0122,65,,,,,,,,,,,,,,,
01/07/2016 9:46,402264,18,0.1,98,12,0.0694,71,8,0.0694,78,,,,,,,,,,,,,,,
30/03/2016 14:27,402264,0,0,0,17,0.13,65,12,0.18,65,,,,,,,,,,,,,,,
12/02/2016 22:22,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 10:49,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
08/06/2016 8:52,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
02/06/2016 7:12,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 22:59,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
18/06/2016 22:19,402264,12,0.08,81,15,0.1,65,8,0.06,65,,,,,,,,,,,,,,,
11/08/2016 7:28,402261,0,0,0,0,0,0,1,0.0244,65,,,,,,,,,,,,,,,
20/02/2016 22:00,402265,15,0.11,60,14,0.1,65,6,0.04,65,,,,,,,,,,,,,,,
11/04/2016 8:26,402270,2,0.01,78,3,0.02,71,1,0,71,1,0.01,52,,,,,,,,,,,,
04/01/2016 13:27,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
17/08/2016 11:57,402261,14,0.0744,78,12,0.0706,71,4,0.05,65,,,,,,,,,,,,,,,
10/08/2016 23:36,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/02/2016 2:48,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25/05/2016 11:46,402264,20,0.12,90,14,0.09,71,9,0.13,60,,,,,,,,,,,,,,,
20/01/2016 4:47,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 4:22,402265,2,0.01,78,2,0.01,71,2,0.01,109,,,,,,,,,,,,,,,
30/03/2016 8:28,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 10:48,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 23:11,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 3:12,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 5:41,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 17:13,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/04/2016 13:58,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 15:16,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
09/05/2016 23:29,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 22:54,402270,16,0.1,71,10,0.06,65,7,0.08,60,9,0.06,65,,,,,,,,,,,,
09/05/2016 5:47,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30/06/2016 6:44,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
28/01/2016 18:20,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25/05/2016 23:12,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/02/2016 6:40,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 7:04,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
12/07/2016 3:18,402270,2,0.01,71,3,0.02,71,2,0.03,65,2,0.01,71,,,,,,,,,,,,
17/08/2016 15:09,402260,8,0.0406,78,8,0.05,71,4,0.0328,60,,,,,,,,,,,,,,,
17/08/2016 9:48,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 23:11,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/07/2016 13:34,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 20:40,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/04/2016 8:28,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/02/2016 23:13,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/02/2016 2:41,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/04/2016 21:34,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/08/2016 8:09,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
28/01/2016 12:15,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 6:02,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/02/2016 2:12,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 8:06,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/08/2016 16:56,402267,0,1,0,0,1,0,15,0.1428,60,,,,,,,,,,,,,,,
27/07/2016 21:51,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 7:57,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
03/01/2016 21:12,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25/05/2016 4:22,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
09/05/2016 14:19,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 9:57,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
17/08/2016 8:56,402270,0,0,78,2,0.01,109,2,0.02,56,0,0,0,,,,,,,,,,,,
20/01/2016 3:56,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 7:13,402264,1,0,0,2,0.02,71,2,0.02,78,,,,,,,,,,,,,,,
20/02/2016 9:40,402267,0,0,0,6,0.04,71,5,0.0289,71,,,,,,,,,,,,,,,
18/06/2016 5:41,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
04/01/2016 8:47,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16/02/2016 15:51,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 3:00,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 8:35,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 23:19,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
03/01/2016 11:31,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
13/07/2016 19:42,402264,16,0.1,87,15,0.1,65,9,0.11,65,,,,,,,,,,,,,,,
01/08/2016 2:55,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
04/01/2016 20:52,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 8:55,402264,0,0,0,1,0.01,86,0,0,0,,,,,,,,,,,,,,,
11/08/2016 19:52,402267,1,0.9894,0,0,1,0,14,0.0917,60,,,,,,,,,,,,,,,
04/07/2016 6:42,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
08/06/2016 5:15,402264,0,0,0,2,0.01,65,0,0,0,,,,,,,,,,,,,,,
02/07/2016 0:18,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
05/01/2016 2:18,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
26/05/2016 0:43,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
28/01/2016 4:30,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
09/05/2016 5:31,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
09/05/2016 11:42,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/01/2016 7:40,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17/08/2016 18:49,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
09/05/2016 10:52,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/08/2016 2:31,402267,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,
28/01/2016 21:18,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
31/07/2016 17:08,402265,12,0.29,24,10,0.19,25,11,0.18,26,,,,,,,,,,,,,,,
09/05/2016 23:17,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
01/07/2016 6:02,402265,1,0.01,71,4,0.06,65,2,0.05,65,,,,,,,,,,,,,,,
29/02/2016 2:14,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/04/2016 21:28,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 22:49,402267,8,0.5633,7,11,0.0744,71,6,0.0667,60,,,,,,,,,,,,,,,
09/05/2016 5:19,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/08/2016 1:37,402266,7,0.04,78,0,0,0,8,0.05,60,,,,,,,,,,,,,,,
01/04/2016 19:30,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 17:40,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 6:13,402267,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 5:38,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
04/07/2016 18:16,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
30/06/2016 9:42,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 20:33,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 0:59,402264,10,0.05,109,13,0.0694,71,0,1,0,,,,,,,,,,,,,,,
13/07/2016 3:06,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/08/2016 1:15,402270,13,0.08,65,13,0.08,88,7,0.06,65,4,0.02,65,,,,,,,,,,,,
12/02/2016 21:37,402264,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
18/06/2016 4:13,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
02/07/2016 2:33,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 15:51,402270,12,0.06,71,10,0.06,65,4,0.05,65,3,0.04,60,,,,,,,,,,,,
11/08/2016 16:18,402267,0,1,0,0,1,0,9,0.0817,65,,,,,,,,,,,,,,,
12/02/2016 8:50,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
08/06/2016 14:33,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
11/08/2016 7:58,402267,1,0.9939,0,0,1,0,6,0.0617,65,,,,,,,,,,,,,,,
10/08/2016 20:02,402264,13,0.0694,102,13,0.09,65,0,1,0,,,,,,,,,,,,,,,
24/03/2016 3:23,402264,0,0,0,2,0.02,65,4,0.05,60,,,,,,,,,,,,,,,
30/06/2016 17:20,402267,0,1,0,7,0.0478,71,7,0.075,65,,,,,,,,,,,,,,,
17/08/2016 19:07,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
28/01/2016 23:16,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 3:20,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
02/06/2016 16:18,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 8:34,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12/02/2016 18:15,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
19/06/2016 0:48,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 3:48,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
03/01/2016 16:18,402260,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
27/07/2016 7:56,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/01/2016 8:37,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 17:28,402265,3,0.02,71,9,0.06,71,3,0.05,60,,,,,,,,,,,,,,,
20/01/2016 6:39,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
03/01/2016 13:00,402265,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
09/05/2016 21:04,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
01/07/2016 16:36,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 23:03,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/05/2016 1:18,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13/07/2016 17:06,402268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
10/08/2016 15:42,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
04/07/2016 5:55,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
20/01/2016 8:25,402266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
19/05/2016 3:01,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24/03/2016 16:36,402270,16,0.09,71,13,0.1,65,5,0.06,65,5,0.06,65,,,,,,,,,,,,
16/03/2016 21:10,402265,16,0.09,71,8,0.05,78,7,0.05,71,,,,,,,,,,,,,,,
05/01/2016 1:20,402270,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
04/01/2016 11:55,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
10/08/2016 12:52,402269,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
19/05/2016 20:24,402263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
24/03/2016 13:20,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31/07/2016 4:50,402262,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/06/2016 9:57,402261,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
11/08/2016 17:22,402264,20,0.1394,78,16,0.12,65,0,1,0,,,,,,,,,,,,,,,
